Measurement Name :,20221024_SDR641_Plate1,,Generated On :,"24/10/2022, 09:34:44",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
Start Date/Time:,"24/10/2022, 08:52:38",,,,,,Batch No.:  ,PSt5-1624-01_25¡C,,,,,,,,,,,,,,,,,,,,,,,
End Date/Time:,"24/10/2022, 09:34:27",,,,,,O2_cal0 [¡],54.76,,Adjustment at ,100, % air saturation,,,,,,,,,,,,,,,,,,,
User Comment :,0,,Meas. Created By :,admin,,,O2_cal2nd [¡],47.47,,Adjustment at ,27, ¡C,,,,,,,,,,,,,,,,,,,
SDR Serial No. :,S-641,,,,,,O2_T0 [¡C],24.8,,Adjustment at ,965, mbar,,,,,,,,,,,,,,,,,,,
Parameter :,Oxygen [[%] Air Saturation],,,,,,O2_T2nd [¡C],24.8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,O2_patm [mbar],965,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,O2_2nd [% a.s.],100,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPA Phase values  ,,46.71,46.61,46.65,46.68,46.62,46.61,46.71,46.69,46.7,46.78,46.81,46.73,46.62,46.63,46.66,46.73,46.51,46.86,46.68,47.16,46.64,46.7,46.83,46.37,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6,,Tm [¡C],p [mbar],Salinity [g/1000g],T_internal [¡C],Error
24.10.22 08:52:40,0.03,115.72,109.21,97.91,94.65,111.07,98.96,94.78,102.87,108.84,106.43,104.9,119.89,104.35,95.85,111.42,102.12,106.25,101.07,106.36,98.74,104.36,100.15,103.22,93.1,,27,965,36,27.91,965D6-(E1);
24.10.22 08:52:56,0.3,146.1,112.91,111.41,117.88,140.42,123.94,103.94,104.54,126.6,105.5,116.84,112.6,132.42,121.27,109.26,116.07,116.33,112.3,102.41,123.69,114.35,116.17,118.32,101.46,,27,965,36,28.01,965D6-(E1);
24.10.22 08:53:17,0.65,115.4,109.83,91.3,88.22,102.24,87.59,101.81,100.3,104.39,86.2,107.07,96.85,103.6,103.45,85.66,100.45,107.61,100.61,95.98,101.9,101.5,94.19,95.61,79.07,,27,965,36,28.1,965D6-(E1);
24.10.22 08:53:32,0.9,122.25,90.32,100.9,89.96,105.87,96.3,92.42,92.58,110.07,91.77,89.53,100.15,105.71,86.27,95.39,98.35,101.33,93.49,92.29,97.17,99.85,100.15,99.54,85.24,,27,965,36,28.16,965D6-(E1);
24.10.22 08:53:47,1.15,114.77,87.16,101.5,93.91,104.65,92.35,104.24,93.9,106.83,94.59,97.88,100.45,110.14,88.71,94.51,97.9,107.76,98.17,104.53,103.97,98.36,99.25,99.85,88.58,,27,965,36,28.21,965D6-(E1);
24.10.22 08:54:02,1.4,111.33,101.64,108.18,100,118.4,104.95,95.96,89.37,104.54,87.36,97.27,97.6,110.61,105.87,95.98,95.21,102.22,99.39,108.82,101.42,116.54,92.57,93.96,90.27,,27,965,36,28.26,965D6-(E1);
24.10.22 08:54:17,1.65,138.24,116.34,111.1,113.16,134.07,108.75,113.98,113.33,129.54,107.05,112.86,115.12,125.57,108.62,114.23,115.59,108.51,117.25,116.77,120.49,120.18,108.68,124.98,109.14,,27,965,36,28.3,965D6-(E1);
24.10.22 08:54:32,1.9,108.07,99.7,98.06,90.98,96.59,108.14,104.54,91.99,115.7,81.44,86.74,100.15,99.11,89.29,91.14,101.51,109.12,99.39,91.71,95.45,93.79,100,97.87,97.39,,27,965,36,28.35,965D6-(E1);
24.10.22 08:54:47,2.15,150.63,126.19,121.47,106.82,149.13,141.39,132.05,118.21,139.73,110.78,127.73,140.02,143.63,119.21,120.22,133.78,135.99,117.41,136.45,137.47,132.48,124.49,132.45,120.11,,27,965,36,28.4,965D6-(E1);
24.10.22 08:55:02,2.4,128.1,100.75,103.31,93.32,114.95,92.64,85.58,100,109.92,81.58,95.62,96.25,113.23,97.47,102.55,101.21,110.49,96.2,95.53,98.58,105.88,98.65,93.96,79.47,,27,965,36,28.43,965D6-(E1);
24.10.22 08:55:17,2.65,121.77,93.22,104.21,100.15,115.73,100.6,101.36,93.31,117.28,98.94,109.56,98.65,119.82,107.55,99.55,101.97,111.56,95.3,105.29,111.07,105.73,113.97,102.91,89.71,,27,965,36,28.47,965D6-(E1);
24.10.22 08:55:32,2.9,125.65,115.56,110.02,99.85,117.77,104.65,99.25,104.38,107.91,95.19,103.36,111.19,120.46,107.7,96.87,107.63,113.55,101.53,104.83,118.32,112.17,106.99,111.31,93.67,,27,965,36,28.51,965D6-(E1);
24.10.22 08:55:47,3.15,122.9,100.6,101.8,102.11,123.65,106.16,101.36,107.29,118.71,91.77,106.14,104.71,120.77,98.96,108.18,111.66,105.35,99.54,103.01,113.2,110.47,115.54,103.22,95.38,,27,965,36,28.54,965D6-(E1);
24.10.22 08:56:02,3.4,147.31,111.06,115.93,105.6,125.57,110.75,111.17,119.49,125.3,107.82,103.82,118.13,128,107.09,114.85,110.88,122.91,108.36,118.67,116,124.66,116.96,114,102.48,,27,965,36,28.57,965D6-(E1);
24.10.22 08:56:17,3.65,104.54,78.41,84.24,74.21,76.72,86.87,79.73,81.76,95.37,74.36,78.23,83.11,101.19,93.65,84.8,96.1,85.88,84.76,82.34,81.09,87.84,84.16,88.03,70.89,,27,965,36,28.61,965D6-(E1);
24.10.22 08:56:32,3.9,112.57,99.4,101.95,92.59,115.1,106.32,93.74,103.62,104.39,87.07,90.85,91.96,121.89,113.56,92.6,97.45,112.93,101.23,106.36,103.97,98.36,105.15,101.83,96.1,,27,965,36,28.64,965D6-(E1);
24.10.22 08:56:47,4.15,92.27,94.39,90.72,72.97,111.38,92.35,85.72,86.19,107.6,85.91,76.95,101.06,107.54,97.77,87.09,103.94,100.74,90.95,90.98,91.11,93.49,96.56,90.69,84.69,,27,965,36,28.68,965D6-(E1);
24.10.22 08:57:02,4.4,127.28,100,99.55,98.8,117.45,96.15,98.5,96.12,115.38,97.43,95.02,106.24,110.3,105.42,91.58,105.63,110.34,104.15,109.59,100,112.79,108.22,105.22,87.75,,27,965,36,28.68,965D6-(E1);
24.10.22 08:57:17,4.65,109.46,92.64,98.66,97.46,113.39,99.7,107.46,90.24,100.75,81.01,93.08,95.51,102.24,98.81,90.12,100.75,105.8,86.96,91.27,96.39,105.27,101.66,93.66,88.58,,27,965,36,28.72,965D6-(E1);
24.10.22 08:57:32,4.9,126.95,100.45,92.61,85.2,114.01,114.78,95.81,95.23,113.66,94.29,89.53,103.79,92.34,104.96,98.66,92.55,105.65,101.07,106.21,97.48,107.4,97.01,98.63,94.1,,27,965,36,28.76,965D6-(E1);
24.10.22 08:57:47,5.15,119.21,89.02,111.1,104.23,122.21,110.59,101.96,102.26,104.08,95.48,104.44,113.54,114.32,91.32,107.72,107.16,109.88,102.3,98.8,125.72,108.47,113.5,107.71,96.96,,27,965,36,28.78,965D6-(E1);
24.10.22 08:58:02,5.4,144.89,112.76,112.65,98.8,128.98,109.98,109.31,103.02,118.71,84.32,111.13,107.78,119.66,104.81,99.85,104.71,125.93,99.24,110.36,111.89,112.95,117.12,112.1,107.06,,27,965,36,28.8,965D6-(E1);
24.10.22 08:58:17,5.65,108.54,87.3,97.02,87.06,114.32,99.7,84.14,81.05,99.85,103.05,95.77,98.05,111.69,98.36,81.53,95.21,100.15,101.53,97.16,104.61,97.62,105.91,97.87,76.63,,27,965,36,28.83,965D6-(E1);
24.10.22 08:58:32,5.9,119.85,117.59,112.96,104.38,128.33,114,102.72,102.26,135.01,104.58,115.4,109.95,124.77,107.39,108.18,118.93,121.49,119.19,110.52,122.17,125.47,111.47,103.99,90.69,,27,965,36,28.86,965D6-(E1);
24.10.22 08:58:47,6.15,105.77,102.99,107.41,94.2,118.4,95.71,107.15,104.54,111.94,86.78,88.5,97.15,124.61,90.73,93.92,101.51,118.04,93.94,96.57,98.9,110.01,98.2,99.09,85.1,,27,965,36,28.88,965D6-(E1);
24.10.22 08:59:02,6.4,124.51,108.45,100,96.57,123.49,117.12,116.66,109.75,118.55,87.36,92.78,107.32,122.85,117.31,113.29,109.79,124.98,106.01,110.21,115.5,113.11,112.87,109.74,102.04,,27,965,36,28.9,965D6-(E1);
24.10.22 08:59:17,6.65,133.71,78.27,95.99,88.65,131.92,97.18,93.89,108.06,117.44,90.74,88.06,118.61,110.91,93.06,96.87,106.24,109.88,101.69,90.25,102.38,106.03,102.87,99.85,82.34,,27,965,36,28.93,965D6-(E1);
24.10.22 08:59:32,6.9,120.48,109.83,103.76,98.5,135.39,100.3,113.36,114.11,119.51,101.37,103.21,110.57,126.38,103.15,109.26,105.01,110.79,114.69,104.23,110.1,117.17,118.07,105.22,91.82,,27,965,36,28.97,965D6-(E1);
24.10.22 08:59:47,7.15,126.79,88.73,103,74.76,111.99,92.64,100.9,92.87,105.91,95.78,91.3,99.4,108.92,101.65,80.12,99.4,112.63,92.89,100.15,91.73,102.1,96.26,96.36,80.29,,27,965,36,28.97,965D6-(E1);
24.10.22 09:00:02,7.4,112.11,81.77,87.1,60.92,103.9,95.12,87.75,86.62,104.69,80.87,90.41,88.01,100,85.99,79.98,96.7,102.07,89.32,85.48,90.65,94.23,93.6,88.03,75.29,,27,965,36,29.01,965D6-(E1);
24.10.22 09:00:17,7.65,116.03,85.87,93.93,77.41,128.33,103.14,103.48,88.5,120.46,98.34,96.52,93.29,117.61,98.81,86.95,98.8,108.21,87.11,95.83,102.06,105.27,102.41,90.69,84.41,,27,965,36,29.04,965D6-(E1);
24.10.22 09:00:32,7.9,111.64,103.14,93.05,79.09,112.77,102.69,103.02,98.2,108.68,87.36,95.92,100.75,109.68,100.3,91.58,116.7,105.65,106.33,93.17,113.2,110.78,96.12,91.28,85.38,,27,965,36,29.07,965D6-(E1);
24.10.22 09:00:47,8.15,123.06,115.24,98.96,90.54,134.9,107.84,109.93,105.76,119.98,111.1,116.84,112.44,121.73,101.5,106.19,114.64,120.39,114.05,111.45,114.02,119.39,117.91,103.83,99.42,,27,965,36,29.1,965D6-(E1);
24.10.22 09:01:02,8.4,126.95,108.91,100,84.77,114.32,87.3,107.3,97.61,118.55,99.55,96.82,100.45,120.77,100,92.89,103.18,115.09,101.23,99.7,115.67,113.42,107.29,96.06,86.35,,27,965,36,29.13,965D6-(E1);
24.10.22 09:01:17,8.65,124.51,97.48,92.9,84.91,128.82,101.49,116.35,102.71,118.07,92.21,105.67,114.49,120.14,88.14,94.22,106.55,116.02,98.32,109.59,103.17,119.86,98.05,106,84.96,,27,965,36,29.15,965D6-(E1);
24.10.22 09:01:32,8.9,127.93,97.04,92.9,84.19,123.81,105.25,107.15,100.9,118.87,94.44,103.67,116.07,124.13,92.33,94.51,98.05,125.29,94.84,111.45,104.61,113.26,97.6,99.09,86.07,,27,965,36,29.18,965D6-(E1);
24.10.22 09:01:47,9.15,144.03,94.1,91.01,66.14,136.06,110.75,98.05,99.1,122.71,80.01,93.68,104.4,109.22,100.45,83.8,98.8,119.45,100.77,89.38,96.39,106.64,104.39,90.09,81.52,,27,965,36,29.21,965D6-(E1);
24.10.22 09:02:02,9.4,113.98,89.89,92.32,67.23,129.79,89.17,94.18,84.18,117.6,94.59,96.07,99.25,111.38,84.56,84.23,89.03,107.61,90.95,88.8,100.79,102.25,107.14,83.36,73.28,,27,965,36,29.24,965D6-(E1);
24.10.22 09:02:17,9.65,132.22,104.2,102.1,78.39,137.39,101.64,108.84,125.6,120.62,104.58,103.36,110.57,131.43,93.94,105.59,114.64,118.82,102.76,106.97,102.7,115.6,118.39,103.68,89.57,,27,965,36,29.26,965D6-(E1);
24.10.22 09:02:32,9.9,120.01,107.08,106.49,72.69,110.14,103.14,92.86,106.52,110.23,96.08,93.97,89.47,119.98,87.85,77.46,93.29,107.46,87.7,84.05,101.9,99.7,101.66,85.25,71.29,,27,965,36,29.29,965D6-(E1);
24.10.22 09:02:47,10.15,124.03,89.02,94.81,79.37,121.57,114.46,97.3,105.6,124.16,96.38,105.36,111.66,123.17,91.75,92.75,116.38,110.49,98.32,98.06,98.27,111.25,105.3,91.43,80.56,,27,965,36,29.32,965D6-(E1);
24.10.22 09:03:02,10.4,144.21,99.26,107.56,81.35,126.38,118.7,98.5,94.34,121.1,98.94,108.47,116.7,125.57,90.44,94.51,107.32,127.53,104,112.07,101.58,131.17,111.94,95.31,95.53,,27,965,36,29.35,965D6-(E1);
24.10.22 09:03:17,10.65,113.36,92.2,95.25,68.45,111.99,97.18,84.72,89.8,102.87,86.34,84.27,101.51,107.54,80.6,77.88,87.14,104.3,94.54,89.96,91.88,97.17,103.78,75.91,66.56,,27,965,36,29.38,965D6-(E1);
24.10.22 09:03:32,10.9,134.38,100.89,97.32,69.4,126.71,108.45,100,105.76,104.69,96.23,104.59,106.09,120.14,86.56,98.95,111.66,115.86,109.14,109.74,110.1,112.17,115.54,94.86,83.03,,27,965,36,29.4,965D6-(E1);
24.10.22 09:03:47,11.15,114.61,97.92,103,76.15,119.35,99.7,96.86,101.96,116.33,79.3,100,103.49,115.1,87.7,101.35,110.26,105.2,105.08,102.56,110.42,121.77,99.1,92.32,80.02,,27,965,36,29.43,965D6-(E1);
24.10.22 09:04:02,11.4,122.73,90.46,98.06,62.25,118.24,87.59,82.57,101.35,117.91,86.2,94.27,95.95,117.77,89.72,77.6,95.36,122.12,97.72,100.45,97.48,110.01,99.55,81.63,79.07,,27,965,36,29.49,965D6-(E1);
24.10.22 09:04:17,11.65,131.56,96.15,99.25,75.74,127.68,109.52,107.61,112.39,112.87,94.59,106.29,102.88,122.05,107.7,104.67,107.47,118.82,101.38,104.23,110.26,122.25,109.3,90.69,87.33,,27,965,36,29.53,965D6-(E1);
24.10.22 09:04:32,11.9,138.41,102.39,132.85,78.95,144.49,115.56,110.7,116.95,124.49,93.7,109.88,104.71,142.28,119.52,113.76,106.39,137.81,116.45,114.1,117.32,135.3,122.55,100.61,88.03,,27,965,36,29.58,965D6-(E1);
24.10.22 09:04:47,12.15,135.89,91.48,104.67,66.82,134.4,115.56,102.26,111.46,135.01,97.89,97.73,107.01,126.38,106.02,100.9,110.73,120.39,113.57,101.2,105.73,118.28,119.03,108.64,87.89,,27,965,36,29.6,965D6-(E1);
24.10.22 09:05:02,12.4,128.1,95.86,97.02,75.74,138.23,112.76,102.87,105.14,126.76,95.19,98.33,100,134.07,99.55,83.09,109.02,128.34,108.36,106.51,109.45,123.69,114.28,87.15,85.93,,27,965,36,29.63,965D6-(E1);
24.10.22 09:05:17,12.65,120.32,87.01,87.39,54.35,117.93,97.92,86.3,98.65,110.38,77.17,79.8,99.55,115.57,90.3,79,95.21,105.8,91.1,91.56,94.2,107.1,90.81,74.78,67.99,,27,965,36,29.66,965D6-(E1);
24.10.22 09:05:32,12.9,135.72,102.84,111.88,74.07,131.27,120.75,111.64,112.08,122.23,102.89,103.82,108.4,138.73,101.95,97.02,106.7,129.47,109.14,105.6,101.42,121.93,127.25,87.44,90.69,,27,965,36,29.72,965D6-(E1);
24.10.22 09:05:47,13.15,140.45,100.75,103,69.13,143.12,113.69,101.05,111.61,124.81,90.15,104.75,112.91,124.45,88.71,99.4,117.02,145.36,100.61,108.05,114.84,120.66,96.86,90.69,80.43,,27,965,36,29.74,965D6-(E1);
24.10.22 09:06:02,13.4,125.49,72.75,70.86,36.52,95.71,83.88,83,76.69,105.3,60.1,83.54,78.7,99.11,78.36,57.32,80.97,98.82,70.48,77.97,78.41,96.29,82.16,59.34,61.26,,27,965,36,29.79,965D6-(E1);
24.10.22 09:06:17,13.65,141.81,102.24,106.8,64.13,126.87,114.46,112.26,106.21,124.65,86.78,92.78,112.29,136.23,100.9,91.87,105.63,118.82,104.62,110.21,110.1,126.76,122.07,95.76,80.84,,27,965,36,29.82,965D6-(E1);
24.10.22 09:06:32,13.9,111.79,93.81,102.1,55.13,123.65,104.05,95.37,112.08,116.96,87.36,93.38,98.2,130.45,93.65,90.71,98.65,110.64,94.09,95.38,100.95,112.79,100.3,82.64,71.29,,27,965,36,29.86,965D6-(E1);
24.10.22 09:06:47,14.15,111.17,96.89,88.54,40.23,109.84,88.59,100.45,95.53,115.07,75.9,79.66,87.14,112.15,79.76,87.67,86.85,109.27,92.89,92.44,91.73,119.7,91.54,83.94,76.77,,27,965,36,29.89,965D6-(E1);
24.10.22 09:07:02,14.4,136.22,99.11,93.93,52.4,131.76,99.26,93.15,94.79,122.23,88.83,108.47,101.97,132.91,95.85,91.29,107.01,116.48,107.73,86.49,101.74,122.73,102.72,84.52,75.15,,27,965,36,29.93,965D6-(E1);
24.10.22 09:07:17,14.65,131.22,91.19,95.99,49.44,131.6,98.22,105.61,102.41,113.5,93.25,94.42,97.6,126.06,107.09,103.61,101.81,122.59,97.56,97.61,104.77,109.86,99.7,92.77,79.34,,27,965,36,29.97,965D6-(E1);
24.10.22 09:07:32,14.9,115.4,78.69,89.99,40.85,114.32,95.86,98.2,90.09,123.68,83.16,95.02,91.96,119.5,96.14,85.08,95.51,115.55,86.67,83.91,106.38,110.63,90.52,72.81,74.22,,27,965,36,30.01,965D6-(E1);
24.10.22 09:07:47,15.15,157.71,94.83,90.13,59.99,141.43,106.62,98.2,103.32,129.71,85.76,92.93,100.3,137.06,89.58,94.22,108.71,129.31,93.64,100.75,104.45,120.66,93.16,79.47,69.04,,27,965,36,30.04,965D6-(E1);
24.10.22 09:08:02,15.4,115.24,73.71,82.97,35.66,117.14,100,97,85.61,111.47,69.63,89.82,90.78,113.7,82.29,87.95,86.42,111.1,86.81,86.34,98.42,108.47,98.5,78.04,64.22,,27,965,36,30.08,965D6-(E1);
24.10.22 09:08:17,15.65,113.04,91.62,82.82,42.73,120.77,101.79,88.04,90.53,121.91,98.04,82.24,88.59,102.39,88.42,86.66,103.33,117.57,85.35,78.39,96.07,111.4,96.56,81.34,70.1,,27,965,36,30.11,965D6-(E1);
24.10.22 09:08:32,15.9,129.08,101.94,94.96,45.5,133.08,113.84,99.7,104.99,127.25,92.06,87.76,95.81,123.17,82.72,85.66,92.69,114.47,97.87,93.76,109.45,120.66,110.85,92.92,76.9,,27,965,36,30.15,965D6-(E1);
24.10.22 09:08:47,16.15,135.22,76.88,79.16,33.1,117.45,92.06,84.86,93.75,119.35,74.92,93.38,97.9,122.69,85.27,86.66,86.27,109.42,87.84,85.2,81.24,117.65,104.24,73.51,64.61,,27,965,36,30.21,965D6-(E1);
24.10.22 09:09:02,16.4,111.33,89.45,91.59,37.88,110.14,98.22,92.71,84.18,103.78,74.5,86.74,75.61,122.85,82.58,81.96,87.72,107.15,90.95,83.2,89.42,107.4,91.84,70.85,62.54,,27,965,36,30.24,965D6-(E1);
24.10.22 09:09:17,16.65,136.05,109.06,101.95,49.06,137.73,112.14,108.38,106.52,124.81,98.79,102.75,105.93,130.61,102.1,101.65,104.86,125.93,108.36,97.16,110.91,123.69,103.78,91.43,71.16,,27,965,36,30.26,965D6-(E1);
24.10.22 09:09:32,16.9,150.45,97.63,111.1,52.02,138.06,110.75,109,109.29,123.68,96.38,120.54,104.71,126.71,111.23,97.61,121.97,128.5,120.81,91.42,113.2,138.14,124.65,86.71,86.07,,27,965,36,30.32,965D6-(E1);
24.10.22 09:09:47,17.15,111.64,89.6,79.16,27.67,125.41,90.75,82.57,83.75,109.14,73.1,77.38,80.26,118.71,88.42,77.88,91.52,113.55,90.21,80.36,89.11,108.47,107.14,70.85,64.87,,27,965,36,30.35,965D6-(E1);
24.10.22 09:10:02,17.4,115.09,94.83,84.67,36.77,127.52,98.96,100.3,99.85,121.1,76.61,89.38,98.5,129.14,87.13,83.23,105.63,115.24,102.76,83.91,110.26,119.86,101.96,72.67,67.34,,27,965,36,30.39,965D6-(E1);
24.10.22 09:10:17,17.65,119.69,81.35,83.53,35.78,110.76,90.75,85.87,88.06,118.39,70.73,93.68,85.55,114.01,81.45,79.7,100.15,105.8,87.4,75.46,93.58,111.71,94.78,70.99,61,,27,965,36,30.41,965D6-(E1);
24.10.22 09:10:32,17.9,115.72,76.74,84.53,36.15,104.96,84.03,81.29,86.33,107.45,74.36,79.09,75.61,117.93,85.27,74.82,91.52,118.04,82.29,81.21,98.74,103.45,90.96,78.19,50.43,,27,965,36,30.46,965D6-(E1);
24.10.22 09:10:47,18.15,139.6,81.91,80.56,32.25,115.42,91.62,94.04,89.8,115.54,88.83,85.57,98.95,123.81,80.74,73.85,88.01,111.71,99.39,92.88,93.74,110.78,104.39,73.94,59.47,,27,965,36,30.5,965D6-(E1);
24.10.22 09:11:02,18.4,124.51,77.44,94.96,39.11,130.94,100.75,80.16,86.47,125.95,74.92,97.27,93.43,123.17,86.84,81.25,107.32,124.5,94.24,95.83,98.9,126.76,103.32,76.62,69.44,,27,965,36,30.53,965D6-(E1);
24.10.22 09:11:17,18.65,141.81,91.91,101.8,36.64,142.11,115.56,111.02,100.6,119.67,98.34,109.09,102.72,127.19,83.28,84.94,99.1,124.5,105.24,99.4,114.84,130.18,106.83,84.38,65.39,,27,965,36,30.57,965D6-(E1);
24.10.22 09:11:32,18.9,120.32,95.42,93.93,34.07,122.21,102.99,103.48,95.23,116.65,87.8,92.93,104.4,126.06,102.7,92.31,109.95,121.02,95.75,91.85,109.61,123.05,98.05,80.33,65.26,,27,965,36,30.61,965D6-(E1);
